filename,title,url,equipment,fitness_goal,workout_type,gender,training_level,days_per_week
workouts__15-minute-total-body-beatdown__a3b14bd897.html,The 15 Minute Total Body Beatdown,https://www.muscleandstrength.com/workouts/15-minute-total-body-beatdown,home / small gym,muscle building,full body,both,intermediate,1
workouts__18-week-bench-press-peaking-cycle__b7d7c797e1.html,18 Week Bench Press Peaking Cycle | Muscle & Strength,https://www.muscleandstrength.com/workouts/18-week-bench-press-peaking-cycle,fully equipped gym,strength,single muscle group,both,intermediate,1
workouts__2-workouts-to-help-grow-your-back__41ecb42ce2.html,2 Workouts To Help Grow Your Back in 8 Weeks,https://www.muscleandstrength.com/workouts/2-workouts-to-help-grow-your-back,fully equipped gym,muscle building,single muscle group,both,intermediate,1
workouts__20-rep-quad-hamstring-shock-workout__3dfac94b6e.html,20 Rep Quad & Hamstring Shock Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/20-rep-quad-hamstring-shock-workout,fully equipped gym,muscle building,single muscle group,men,intermediate,1
workouts__28-plateau-busting-chest-workout.html__b30f5654fd.html,4 Week Plateau Busting Chest Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/28-plateau-busting-chest-workout.html,fully equipped gym,muscle building,single muscle group,both,advanced,1
workouts__3-giant-sets-for-giant-arms__29a1d19b7c.html,3 Giant Sets to Build Giant Arms | Muscle & Strength,https://www.muscleandstrength.com/workouts/3-giant-sets-for-giant-arms,fully equipped gym,muscle building,single muscle group,men,intermediate,1
workouts__3-week-muscular-back-building__4c9a6ef9b0.html,3 Week Muscular Back Building Rotation | Muscle & Strength,https://www.muscleandstrength.com/workouts/3-week-muscular-back-building,fully equipped gym,muscle building,split,both,beginner,1
workouts__3-week-pump-tacular-pecs-workout__58fdd8865e.html,Pump-Tacular Pecs: 3 Week Workout to Pump Up Your Chest,https://www.muscleandstrength.com/workouts/3-week-pump-tacular-pecs-workout,fully equipped gym,muscle building,single muscle group,men,advanced,1
workouts__30-leg-growth-workout---3-week-cycle.html__9ffb158d63.html,Leg Growth Workout - 3 Week Cycle | Muscle & Strength,https://www.muscleandstrength.com/workouts/30-leg-growth-workout---3-week-cycle.html,fully equipped gym,muscle building,single muscle group,both,advanced,1
workouts__31-the-big-arm-routine.html__a284125c40.html,Plateau-Busting Big Arm Workout Routine | Muscle & Strength,https://www.muscleandstrength.com/workouts/31-the-big-arm-routine.html,fully equipped gym,muscle building,single muscle group,both,intermediate,1
