filename,title,url,equipment,fitness_goal,workout_type,gender,training_level,days_per_week
content__8-week-muscle-building-program-adults-40__4677fe1145.html,8-Week Muscle Building Program for Adults 40+ | Muscle & Strength,https://www.muscleandstrength.com/content/8-week-muscle-building-program-adults-40,fully equipped gym,muscle building,split,both,beginner,4
workouts__10-week-mass-building-program.html__804e618824.html,10 Week Mass Building Program | Muscle & Strength,https://www.muscleandstrength.com/workouts/10-week-mass-building-program.html,fully equipped gym,muscle building,split,men,advanced,4
workouts__10-week-upper-lower-workout-for-women__c6b7a6a89a.html,10 Week Upper/Lower Workout Program for Women,https://www.muscleandstrength.com/workouts/10-week-upper-lower-workout-for-women,fully equipped gym,muscle building,split,women,intermediate,4
workouts__12-week-ab-workout-for-ab-definition-and-core-strength__964610fa71.html,12 Week Ab Workout for Ab Definition & Core Strength,https://www.muscleandstrength.com/workouts/12-week-ab-workout-for-ab-definition-and-core-strength,fully equipped gym,muscle building,single muscle group,both,intermediate,4
workouts__12-week-fat-annihilation-workout__65f5d61841.html,12 Week Total Fat Annihilation Workout Plan,https://www.muscleandstrength.com/workouts/12-week-fat-annihilation-workout,fully equipped gym,fat loss,split,both,advanced,4
workouts__12-week-fat-destroyer__7559ccac0a.html,12 Week Fat Destroyer: Complete Fat Loss Workout & Diet Program | Muscle & Strength,https://www.muscleandstrength.com/workouts/12-week-fat-destroyer,fully equipped gym,fat loss,full body,both,beginner,4
workouts__12-week-total-transformation-workout__1b2696ee40.html,Body Metamorphosis: 12 Week Transformation Workout to Help You Build Muscle,https://www.muscleandstrength.com/workouts/12-week-total-transformation-workout,fully equipped gym,muscle building,split,both,beginner,4
workouts__15-min-burner__6238f40298.html,The 15 Min Burner: 4 Day Fat Loss Workout Program,https://www.muscleandstrength.com/workouts/15-min-burner,home / small gym,fat loss,split,both,beginner,4
workouts__18-week-chin-up-dip-program-upper-body__25fd555c1c.html,18 Week Chin Up & Dip Program For An Impressive Upper Body | Muscle & Strength,https://www.muscleandstrength.com/workouts/18-week-chin-up-dip-program-upper-body,home / small gym,muscle building,single muscle group,both,beginner,4
workouts__2-week-deload-program__baa27dd5d9.html,2-Week Deload Workout Program | Muscle & Strength,https://www.muscleandstrength.com/workouts/2-week-deload-program,fully equipped gym,general fitness,split,both,beginner,4
workouts__2014-minutes-better-body-fast-start-plan__597516fa6c.html,2014 Minutes To A Better Body: 8 Week Fast Start Plan | Muscle & Strength,https://www.muscleandstrength.com/workouts/2014-minutes-better-body-fast-start-plan,home / small gym,muscle building,split,both,beginner,4
workouts__21-compound-exercises-only-workout.html__12effcd9e0.html,Compound Exercises Only Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/21-compound-exercises-only-workout.html,fully equipped gym,muscle building,split,both,intermediate,4
workouts__22-4-day-split-bodybuilding-split-routine.html__32b9a4f835.html,4 Day Split Bodybuilding Split Routine | Muscle & Strength,https://www.muscleandstrength.com/workouts/22-4-day-split-bodybuilding-split-routine.html,fully equipped gym,muscle building,split,both,advanced,4
workouts__23-doug--s-mega-cutting-routine.html__87fd1053da.html,Doug's 4 Day Mega Cutting Routine | Muscle & Strength,https://www.muscleandstrength.com/workouts/23-doug--s-mega-cutting-routine.html,fully equipped gym,fat loss,split,both,intermediate,4
workouts__300-rise-new-you-workout-muscular-ripped__e23c217ff8.html,300 Workout: The Rise Of A New You! A Plan To Get Muscular & Ripped | Muscle & Strength,https://www.muscleandstrength.com/workouts/300-rise-new-you-workout-muscular-ripped,home / small gym,general fitness,full body,both,beginner,4
workouts__4-5-day-workout-for-building-muscle-and-strength__ec8750d8ab.html,4-5 Day Workout for Building Muscle & Strength,https://www.muscleandstrength.com/workouts/4-5-day-workout-for-building-muscle-and-strength,fully equipped gym,strength,split,both,intermediate,4
workouts__4-day-advanced-upper-lower-workout-program-to-build-mass__cdec2d2ea5.html,4 Day Advanced Upper/Lower Workout Program to Build Mass,https://www.muscleandstrength.com/workouts/4-day-advanced-upper-lower-workout-program-to-build-mass,fully equipped gym,muscle building,split,men,advanced,4
workouts__4-day-at-home-womens-workout__85a875dd02.html,4 Day (At Home) Women's Workout Routine,https://www.muscleandstrength.com/workouts/4-day-at-home-womens-workout,home / small gym,general fitness,full body,women,beginner,4
workouts__4-day-barbell-only-workout__551e290046.html,4 Day Barbell Only Workout (No Rack Required) | Muscle & Strength,https://www.muscleandstrength.com/workouts/4-day-barbell-only-workout,home / small gym,muscle building,split,both,intermediate,4
workouts__4-day-bodybuilding-split-by-shaun.html__8339fbb352.html,4 Day Bodybuilding Split by Shaun | Muscle & Strength,https://www.muscleandstrength.com/workouts/4-day-bodybuilding-split-by-shaun.html,fully equipped gym,muscle building,split,both,intermediate,4
workouts__4-day-machine-only-workout__f23f6f65f6.html,Machine Only Workout: 4 Day Workout Split,https://www.muscleandstrength.com/workouts/4-day-machine-only-workout,fully equipped gym,muscle building,split,both,beginner,4
workouts__4-day-maximum-mass-workout__1190206d23.html,4 Day Maximum Mass Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/4-day-maximum-mass-workout,fully equipped gym,muscle building,split,both,intermediate,4
workouts__4-day-power-muscle-burn-workout-split.html__e146c51e59.html,4 Day Power Muscle Burn Workout Split | Muscle & Strength,https://www.muscleandstrength.com/workouts/4-day-power-muscle-burn-workout-split.html,fully equipped gym,muscle building,split,both,intermediate,4
workouts__4-day-ppl-and-v-taper-intensifier-workout__f35f34da4c.html,4 Day Muscle Building Workout: PPL Split w/ V Taper Intensifier,https://www.muscleandstrength.com/workouts/4-day-ppl-and-v-taper-intensifier-workout,fully equipped gym,muscle building,split,both,intermediate,4
workouts__4-day-rp21-rest-pause-workout-system__18ded82e4f.html,4 Day Rest Pause RP-21 Muscle Building Workout System | Muscle & Strength,https://www.muscleandstrength.com/workouts/4-day-rp21-rest-pause-workout-system,fully equipped gym,muscle building,split,both,intermediate,4
workouts__4-day-shred-cycle-workout__714f6166bc.html,4 Day Shred Cycle Fat Loss Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/4-day-shred-cycle-workout,fully equipped gym,fat loss,split,both,intermediate,4
workouts__4-day-supersets-timed-set-workout__847db2983a.html,4 Day Superset & Timed Set Muscle Building Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/4-day-supersets-timed-set-workout,fully equipped gym,muscle building,split,men,intermediate,4
workouts__4-day-upper-lower-workout-for-tall-girls__3aa1ae0d13.html,4 Day Upper/Lower Workout for Tall Girls,https://www.muscleandstrength.com/workouts/4-day-upper-lower-workout-for-tall-girls,fully equipped gym,muscle building,split,women,beginner,4
workouts__4-day-workout-build-serious-mass__3a7e424e9e.html,4 Day Workout Program to Build Serious Mass,https://www.muscleandstrength.com/workouts/4-day-workout-build-serious-mass,fully equipped gym,muscle building,split,both,intermediate,4
workouts__4-day-workout-to-build-muscle__e40b98ee48.html,3 Day Split + Full Body Fridays: 4 Day Workout Program to Build Muscle,https://www.muscleandstrength.com/workouts/4-day-workout-to-build-muscle,fully equipped gym,muscle building,split,men,advanced,4
workouts__4-week-beginner-kettlebell-workout__da2d374379.html,4 Week Beginner Kettlebell Workout For Muscle Growth,https://www.muscleandstrength.com/workouts/4-week-beginner-kettlebell-workout,home / small gym,muscle building,full body,both,beginner,4
workouts__4-week-leg-lashing-blast-workout-program__c44c34f998.html,4 Week Leg-Lashing Blast Workout Program,https://www.muscleandstrength.com/workouts/4-week-leg-lashing-blast-workout-program,fully equipped gym,muscle building,single muscle group,both,advanced,4
